taille;desordre;typeDesordre;algo;acces;comparaisons;echanges;temps
100000;10;1;MergeSort;3337856;1451797;0;14417450
100000;10;1;MergeSort;3337856;1452885;0;12614427
100000;10;1;MergeSort;3337856;1448642;0;5993029
100000;10;1;MergeSort;3337856;1451900;0;13693719
100000;10;1;MergeSort;3337856;1446836;0;10522504
100000;10;1;MergeSort;3337856;1452920;0;12555457
100000;10;1;MergeSort;3337856;1453292;0;12628648
100000;10;1;MergeSort;3337856;1450592;0;4960187
100000;10;1;MergeSort;3337856;1450500;0;6468609
100000;10;1;MergeSort;3337856;1448877;0;6527719
100000;10;1;MergeSort;3337856;1451182;0;13594499
100000;10;1;MergeSort;3337856;1450142;0;13343448
100000;10;1;MergeSort;3337856;1446648;0;6828819
100000;10;1;MergeSort;3337856;1450035;0;13019819
100000;10;1;MergeSort;3337856;1449440;0;14461830
100000;10;1;MergeSort;3337856;1452398;0;6814030
100000;10;1;MergeSort;3337856;1449691;0;13096128
100000;10;1;MergeSort;3337856;1452431;0;8047731
100000;10;1;MergeSort;3337856;1450366;0;5924798
100000;10;1;MergeSort;3337856;1452600;0;4691197
100000;10;1;MergeSort;3337856;1447962;0;5822748
100000;10;1;MergeSort;3337856;1449413;0;4738707
100000;10;1;MergeSort;3337856;1449915;0;10520415
100000;10;1;MergeSort;3337856;1449162;0;5809419
100000;10;1;MergeSort;3337856;1452180;0;14258431
100000;10;1;MergeSort;3337856;1452801;0;5260988
100000;10;1;MergeSort;3337856;1444555;0;5109898
100000;10;1;MergeSort;3337856;1450659;0;5844168
100000;10;1;MergeSort;3337856;1449150;0;5880168
100000;10;1;MergeSort;3337856;1450212;0;5874328
100000;10;1;MergeSort;3337856;1451660;0;5795128
100000;10;1;MergeSort;3337856;1446084;0;5767618
100000;10;1;MergeSort;3337856;1449549;0;12582679
100000;10;1;MergeSort;3337856;1451118;0;11729977
100000;10;1;MergeSort;3337856;1449427;0;5810999
100000;10;1;MergeSort;3337856;1453914;0;5813309
100000;10;1;MergeSort;3337856;1447638;0;11645007
100000;10;1;MergeSort;3337856;1452597;0;4695206
100000;10;1;MergeSort;3337856;1448386;0;12707488
100000;10;1;MergeSort;3337856;1449957;0;13104359
100000;10;1;MergeSort;3337856;1450983;0;4849497
100000;10;1;MergeSort;3337856;1451108;0;5820779
100000;10;1;MergeSort;3337856;1450413;0;13452030
100000;10;1;MergeSort;3337856;1451517;0;12534209
100000;10;1;MergeSort;3337856;1450361;0;5818668
100000;10;1;MergeSort;3337856;1451649;0;5873618
100000;10;1;MergeSort;3337856;1449119;0;6030268
100000;10;1;MergeSort;3337856;1451025;0;5985118
100000;10;1;MergeSort;3337856;1451235;0;4742487
100000;10;1;MergeSort;3337856;1450011;0;14250021
100000;10;1;MergeSort;3337856;1450930;0;12019718
100000;10;1;MergeSort;3337856;1452238;0;14320131
100000;10;1;MergeSort;3337856;1445086;0;5811309
100000;10;1;MergeSort;3337856;1449373;0;12117758
100000;10;1;MergeSort;3337856;1451297;0;14810482
100000;10;1;MergeSort;3337856;1449067;0;5816069
100000;10;1;MergeSort;3337856;1452378;0;13659790
100000;10;1;MergeSort;3337856;1449382;0;13533640
100000;10;1;MergeSort;3337856;1448616;0;12715669
100000;10;1;MergeSort;3337856;1451081;0;12748549
100000;10;1;MergeSort;3337856;1450515;0;5842909
100000;10;1;MergeSort;3337856;1451901;0;5795239
100000;10;1;MergeSort;3337856;1449385;0;13485391
100000;10;1;MergeSort;3337856;1452773;0;5810388
100000;10;1;MergeSort;3337856;1450483;0;4668687
100000;10;1;MergeSort;3337856;1451026;0;5819159
100000;10;1;MergeSort;3337856;1449924;0;4788277
100000;10;1;MergeSort;3337856;1449460;0;13779561
100000;10;1;MergeSort;3337856;1447822;0;11103607
100000;10;1;MergeSort;3337856;1450441;0;13820701
100000;10;1;MergeSort;3337856;1451889;0;4827087
100000;10;2;MergeSort;3337856;903833;0;22568384
100000;10;2;MergeSort;3337856;903863;0;7500912
100000;10;2;MergeSort;3337856;903783;0;4907137
100000;10;2;MergeSort;3337856;903819;0;7474621
100000;10;2;MergeSort;3337856;903782;0;8784653
100000;10;2;MergeSort;3337856;903769;0;11135847
100000;10;2;MergeSort;3337856;903846;0;10817647
100000;10;2;MergeSort;3337856;903767;0;18113437
100000;10;2;MergeSort;3337856;903849;0;8464243
100000;10;2;MergeSort;3337856;903869;0;17483296
100000;10;2;MergeSort;3337856;903825;0;6381500
100000;10;2;MergeSort;3337856;903881;0;4666007
100000;10;2;MergeSort;3337856;903894;0;3820306
100000;10;2;MergeSort;3337856;903848;0;4765907
100000;10;2;MergeSort;3337856;903891;0;4838628
100000;10;2;MergeSort;3337856;903952;0;5079998
100000;10;2;MergeSort;3337856;903854;0;13520231
100000;10;2;MergeSort;3337856;903875;0;5038858
100000;10;2;MergeSort;3337856;903813;0;8281072
100000;10;2;MergeSort;3337856;903792;0;12370919
100000;10;2;MergeSort;3337856;903807;0;7486242
100000;10;2;MergeSort;3337856;903702;0;11692588
100000;10;2;MergeSort;3337856;903811;0;19358350
100000;10;2;MergeSort;3337856;903940;0;8521913
100000;10;2;MergeSort;3337856;903730;0;12046859
100000;10;2;MergeSort;3337856;903846;0;8634083
